Bắt	Arrest-jail	O	T33	Person-Arg:T34 
bị_thương	Injure	O	T13	Victim-Arg:T12 Time-Arg:T7 Place-Arg:T6 Agent-Arg:T8 
,	O	O	O	N
trong	O	O	O	N
đó	O	O	O	N
có	O	O	O	N
2	O	PER	T14	N
trẻ_em	O	PER	T14	N
bị_thương	Injure	O	T15	Victim-Arg:T14 Time-Arg:T7 Place-Arg:T6 Agent-Arg:T8 
nặng	Injure	O	T15	Victim-Arg:T14 Time-Arg:T7 Place-Arg:T6 Agent-Arg:T8 
.	O	O	O	N

Sau	O	O	O	N
đó	O	O	O	N
,	O	O	O	N
kẻ	O	O	O	N
xả	O	O	O	N
súng	O	O	O	N
còn	O	O	O	N
sát_hại	O	O	O	N
một	O	O	O	N
nhân_viên	O	O	O	N
đang	O	O	O	N
làm_việc	O	O	O	N
gần	O	O	O	N
đó	O	O	O	N
.	O	O	O	N

Đội	O	O	O	N
cảnh_sát	O	O	O	N
đặc_nhiệm	O	O	O	N
Mỹ	O	O	O	N
phong_toả	O	O	O	N
hiện_trường	O	O	O	N
xảy	O	O	O	N
ra	O	O	O	N
vụ	O	O	O	N
xả	O	O	O	N
súng	O	O	O	N
mới_đây	O	O	O	N
,	O	O	O	N
ngày	O	O	O	N
30/4	O	O	O	N
tại	O	O	O	N
ngoại_ô	O	O	O	N
Atlanta	O	O	O	N
,	O	O	O	N
bang	O	O	O	N
Georgia	O	O	O	N
.	O	O	O	N

AFP	O	O	O	N
/	O	O	O	N
TTXVN	O	O	O	N

Phát_biểu	Meet	O	T16	Entity-Arg:T17 
tại	O	O	O	N
cuộc	O	ORG	T17	N
họp_báo	O	ORG	T17	N
,	O	O	O	N
cảnh_sát	O	O	O	N
trưởng	O	O	O	N
khu_vực	O	O	O	N
Jonessboro	O	O	O	N
,	O	O	O	N
Doug_Formon	O	O	O	N
xác_nhận	O	O	O	N
3	O	PER	T18	N
trường_hợp	O	PER	T18	N
tử_vong	Die	O	T19	Victim-Arg:T18 
,	O	O	O	N
đồng_thời	O	O	O	N
cho_biết	O	O	O	N
cảnh_sát	O	O	O	N
đã	O	O	O	N
phát_hiện	O	O	O	N
tay	O	PER	T20	N
súng	O	PER	T20	N
trên	O	O	O	N
thiệt_mạng	Die	O	T21	Agent-Arg:T20 Place-Arg:T22 
trong	O	O	O	N
một	O	LOC	T22	N
ô_tô	O	LOC	T22	N
đỗ	O	LOC	T22	N
bên	O	LOC	T22	N
đường	O	LOC	T22	N
.	O	O	O	N

Tuy_nhiên	O	O	O	N
,	O	O	O	N
cảnh_sát	O	O	O	N
chưa	O	O	O	N
kết_luận	O	O	O	N
về	O	O	O	N
việc	O	O	O	N
liệu	O	O	O	N
tên	O	PER	T23	N
này	O	PER	T23	N
chết	Die	O	T24	Agent-Arg:T23 
là	O	O	O	N
do	O	O	O	N
tự_sát	Die	O	T26	Agent-Arg:T23 
hay	O	O	O	N
bị	Attack	O	T25	Target-Arg:T23 
bắn	Attack	O	T25	Target-Arg:T23 
.	O	O	O	N

Danh_tính	O	O	O	N
của	O	O	O	N
các	O	O	O	N
nạn_nhân	O	O	O	N
và	O	O	O	N
thủ_phạm	O	O	O	N
đều	O	O	O	N
chưa	O	O	O	N
được	O	O	O	N
công_bố	O	O	O	N
do	O	O	O	N
cuộc	O	O	O	N
điều_tra	O	O	O	N
đang	O	O	O	N
được	O	O	O	N
tiến_hành	O	O	O	N
.	O	O	O	N

TTXVN	O	O	O	N

Máy_bay	O	VEH	T4	N
Malaysia	O	VEH	T4	N
mất_tích	O	O	O	N
nghi	O	O	O	N
bị	O	O	O	N
tấn_công	Attack	O	T1	Target-Arg:T4 
khủng_bố	O	O	O	N

VOV.VN	O	O	O	N
-	O	O	O	N
Các	O	O	O	N
nhà	O	O	O	N
điều_tra	O	O	O	N
Malaysia	O	O	O	N
đang	O	O	O	N
nghi_ngờ	O	O	O	N
rằng	O	O	O	N
máy_bay	O	O	O	N
Malaysia	O	O	O	N
bị	O	O	O	N
mất_tích	O	O	O	N
rất	O	O	O	N
có_thể	O	O	O	N
là	O	O	O	N
mục_tiêu	O	O	O	N
của	O	O	O	N
một	O	O	O	N
vụ	O	O	O	N
tấn_công	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
Reuters	O	O	O	N
,	O	O	O	N
thông_tin	O	O	O	N
trên	O	O	O	N
được	O	O	O	N
các	O	O	O	N
nguồn_tin	O	O	O	N
của	O	O	O	N
Chính_phủ	O	O	O	N
Mỹ	O	O	O	N
và	O	O	O	N
châu_Âu	O	O	O	N
cho_biết	O	O	O	N
.	O	O	O	N

Đã	O	O	O	N
sang	O	O	O	N
ngày	O	O	O	N
thứ	O	O	O	N
3	O	O	O	N
của	O	O	O	N
cuộc	O	O	O	N
tìm_kiếm	O	O	O	N
nhưng	O	O	O	N
số_phận	O	O	O	N
của	O	O	O	N
chiếc	O	O	O	N
Boeing	O	O	O	N
777	O	O	O	N
của	O	O	O	N
hãng	O	O	O	N
Malaysia_Airlines	O	O	O	N
vẫn	O	O	O	N
còn	O	O	O	N
rất	O	O	O	N
bí_ẩn	O	O	O	N
.	O	O	O	N

Mặc_dù	O	O	O	N
đã	O	O	O	N
nỗ_lực	O	O	O	N
tìm_kiếm	O	O	O	N
nhưng	O	O	O	N
lực_lượng	O	O	O	N
tìm_kiếm	O	O	O	N
cứu	O	O	O	N
nạn	O	O	O	N
cả	O	O	O	N
trên	O	O	O	N
không	O	O	O	N
và	O	O	O	N
trên	O	O	O	N
biển	O	O	O	N
vẫn	O	O	O	N
không	O	O	O	N
tìm	O	O	O	N
thấy	O	O	O	N
dấu_vết	O	O	O	N
nào	O	O	O	N
của	O	O	O	N
chiếc	O	O	O	N
máy_bay	O	O	O	N
xấu_số	O	O	O	N
trên	O	O	O	N
.	O	O	O	N

Cả	O	O	O	N
cơ_quan	O	O	O	N
Điều_tra	O	O	O	N
đặc_biệt	O	O	O	N
của	O	O	O	N
Malaysia	O	O	O	N
lẫn	O	O	O	N
các	O	O	O	N
cơ_quan	O	O	O	N
tình_báo	O	O	O	N
của	O	O	O	N
Mỹ	O	O	O	N
và	O	O	O	N
châu_Âu	O	O	O	N
không	O	O	O	N
loại_trừ	O	O	O	N
khả_năng	O	O	O	N
các	O	PER	T2	N
tay	O	PER	T2	N
súng	O	PER	T2	N
đã	O	O	O	N
tấn_công	Attack	O	T3	Attacker-Arg:T2 Target-Arg:T8 
chiếc	O	VEH	T8	N
máy_bay	O	VEH	T8	N
này	O	VEH	T8	N
.	O	O	O	N

Thân_nhân	O	O	O	N
của	O	O	O	N
các	O	O	O	N
nạn_nhân	O	O	O	N
trên	O	O	O	N
máy_bay	O	O	O	N
bị	O	O	O	N
mất_tích	O	O	O	N
lo_lắng	O	O	O	N
chờ_đợi	O	O	O	N
thông_tin	O	O	O	N
(	O	O	O	N
Ảnh_Reuters	O	O	O	N
)	O	O	O	N

Tuy_nhiên	O	O	O	N
các	O	O	O	N
quan_chức	O	O	O	N
Malaysia	O	O	O	N
đã	O	O	O	N
tuyên_bố	O	O	O	N
các	O	O	O	N
bằng_chứng	O	O	O	N
hiện_nay	O	O	O	N
vẫn	O	O	O	N
chưa	O	O	O	N
đủ	O	O	O	N
để	O	O	O	N
có_thể	O	O	O	N
xác_định	O	O	O	N
rằng	O	O	O	N
chiếc	O	O	O	N
máy_bay	O	O	O	N
mất_tích	O	O	O	N
là	O	O	O	N
do	O	O	O	N
bị	O	O	O	N
tấn_công	O	O	O	N
hay	O	O	O	N
do	O	O	O	N
các	O	O	O	N
lỗi	O	O	O	N
kỹ_thuật	O	O	O	N
và	O	O	O	N
sai_sót	O	O	O	N
của	O	O	O	N
phi_công	O	O	O	N
,	O	O	O	N
một	O	O	O	N
nguồn_tin	O	O	O	N
của	O	O	O	N
Mỹ	O	O	O	N
cho	O	O	O	N
biết	O	O	O	N
.	O	O	O	N

“	O	O	O	N
Vẫn	O	O	O	N
chưa	O	O	O	N
có	O	O	O	N
bằng_chứng	O	O	O	N
gì	O	O	O	N
cho	O	O	O	N
thấy	O	O	O	N
có	O	O	O	N
dấu_hiệu	O	O	O	N
của	O	O	O	N
khủng_bố	O	O	O	N
”	O	O	O	N
,	O	O	O	N
một	O	O	O	N
nguồn	O	O	O	N
tin	O	O	O	N
an_ninh	O	O	O	N
châu_Âu	O	O	O	N
cho_rằng	O	O	O	N
vẫn	O	O	O	N
chưa	O	O	O	N
có	O	O	O	N
“	O	O	O	N
lời	O	O	O	N
giải_thích	O	O	O	N
nào	O	O	O	N
về	O	O	O	N
việc	O	O	O	N
gì	O	O	O	N
đã	O	O	O	N
xảy	O	O	O	N
ra	O	O	O	N
trên	O	O	O	N
chiếc	O	O	O	N
máy_bay	O	O	O	N
này	O	O	O	N
và	O	O	O	N
hiện	O	O	O	N
nó	O	O	O	N
đang	O	O	O	N
ở	O	O	O	N
đâu	O	O	O	N
”	O	O	O	N
.	O	O	O	N

Tuy_nhiên	O	O	O	N
,	O	O	O	N
một	O	O	O	N
nguồn_tin	O	O	O	N
từ	O	O	O	N
Mỹ	O	O	O	N
cho	O	O	O	N
biết	O	O	O	N
,	O	O	O	N
các	O	O	O	N
nhà_chức_trách	O	O	O	N
Malaysia	O	O	O	N
đang	O	O	O	N
nghiêng	O	O	O	N
về	O	O	O	N
giả_thuyết	O	O	O	N
rằng	O	O	O	N
máy_bay	O	VEH	T5	N
bị	O	O	O	N
tấn_công	Attack	O	T6	Target-Arg:T5 
.	O	O	O	N

Quan_điểm	O	O	O	N
của	O	O	O	N
họ	O	O	O	N
hầu_hết	O	O	O	N
dựa	O	O	O	N
trên	O	O	O	N
một	O	O	O	N
bằng_chứng	O	O	O	N
của	O	O	O	N
tín_hiệu	O	O	O	N
radar	O	O	O	N
chỉ	O	O	O	N
ra	O	O	O	N
rằng	O	O	O	N
có	O	O	O	N
khả_năng	O	O	O	N
máy_bay	O	VEH	T7	N
đã	O	O	O	N
quay	Transport	O	T9	Artifact-Arg:T7 Destination-Arg:T10 
lại	Transport	O	T9	Artifact-Arg:T7 Destination-Arg:T10 
thủ_đô	O	GPE	T10	N
Kuala_Lumpur	O	GPE	T10	N
của	O	O	O	N
Malaysia	O	O	O	N
trước	O	O	O	N
khi	O	O	O	N
biến	O	O	O	N
mất	O	O	O	N
.	O	O	O	N

Một	O	O	O	N
lý_do	O	O	O	N
khác	O	O	O	N
giải_thích	O	O	O	N
giải_thuyết	O	O	O	N
trên	O	O	O	N
nữa	O	O	O	N
là	O	O	O	N
việc	O	O	O	N
máy_bay	O	O	O	N
này	O	O	O	N
đã	O	O	O	N
không_thể	O	O	O	N
tự_động	O	O	O	N
liên_lạc	O	O	O	N
với	O	O	O	N
hệ_thống	O	O	O	N
quản_lý	O	O	O	N
thông_tin	O	O	O	N
chuyến	O	O	O	N
bay	O	O	O	N
sau	O	O	O	N
khi	O	O	O	N
biến	O	O	O	N
mất	O	O	O	N
khỏi	O	O	O	N
màn_hình	O	O	O	N
radar	O	O	O	N
.	O	O	O	N

Những	O	O	O	N
liên_lạc	O	O	O	N
như_vậy	O	O	O	N
có_thể	O	O	O	N
sẽ	O	O	O	N
giúp	O	O	O	N
các	O	O	O	N
nhân_viên	O	O	O	N
điều_tra	O	O	O	N
phát_hiện	O	O	O	N
ra	O	O	O	N
điều	O	O	O	N
gì	O	O	O	N
đã	O	O	O	N
xảy	O	O	O	N
ra	O	O	O	N
với	O	O	O	N
chiếc	O	O	O	N
máy_bay	O	O	O	N
này	O	O	O	N
.	O	O	O	N

Chiếc	O	O	O	N
máy_bay	O	O	O	N
Boeing	O	O	O	N
777	O	O	O	N
bị	O	O	O	N
mất_tích	O	O	O	N
được	O	O	O	N
trang_bị	O	O	O	N
một	O	O	O	N
máy_tính	O	O	O	N
dự_phòng	O	O	O	N
có_thể	O	O	O	N
liên_lạc	O	O	O	N
tự_động	O	O	O	N
với	O	O	O	N
mặt_đất	O	O	O	N
thông_qua	O	O	O	N
các	O	O	O	N
tin	O	O	O	N
nhắn	O	O	O	N
khẩn_cấp	O	O	O	N
được	O	O	O	N
gọi	O	O	O	N
là	O	O	O	N
ACARS	O	O	O	N
.	O	O	O	N

“	O	O	O	N
Tại	O	O	O	N
thời_điểm	O	O	O	N
máy_bay	O	O	O	N
mất_tích	O	O	O	N
,	O	O	O	N
chúng_tôi	O	O	O	N
không	O	O	O	N
nhận	O	O	O	N
được	O	O	O	N
tin	O	O	O	N
nhắn	O	O	O	N
ACARS	O	O	O	N
nào	O	O	O	N
”	O	O	O	N
,	O	O	O	N
một	O	O	O	N
nhân_viên	O	O	O	N
tham_gia	O	O	O	N
vào_cuộc	O	O	O	N
điều_tra	O	O	O	N
cho_biết	O	O	O	N
.	O	O	O	N

/	O	O	O	N
.	O	O	O	N

Trần_Khánh	O	O	O	N
/	O	O	O	N
VOV	O	O	O	N
onlines	O	O	O	N

Chủ	O	O	O	N
hàng	O	O	O	N
Việt	O	GPE	T3	N
phải	O	O	O	N
đổi	O	O	O	N
hãng	O	O	O	N
tàu	O	O	O	N
khi	O	O	O	N
đại_gia	O	O	O	N
Hanjin	O	ORG	T2	N
phá_sản	Declare-bankruptcy	O	T1	Org-Arg:T2 
.	O	O	O	N

Theo	O	O	O	N
Bộ	O	O	O	N
Công_Thương	O	O	O	N
,	O	O	O	N
Văn_phòng	O	O	O	N
đại_diện	O	O	O	N
của	O	O	O	N
Hãng	O	O	O	N
tàu_biển	O	O	O	N
Hanjin_Shipping_Global	O	O	O	N
(	O	O	O	N
Hàn_Quốc	O	O	O	N
)	O	O	O	N
tại	O	O	O	N
Việt_Nam	O	O	O	N
đã	O	O	O	N
có	O	O	O	N
thông_báo	O	O	O	N
về	O	O	O	N
việc	O	O	O	N
dừng	O	O	O	N
nhận	O	O	O	N
booking	O	O	O	N
hàng_hoá	O	O	O	N
mới	O	O	O	N
kể	O	O	O	N
từ	O	O	O	N
ngày	O	O	O	N
31/8/2016	O	O	O	N
.	O	O	O	N

Lãnh_đạo	O	O	O	N
Cục	O	O	O	N
Xuất_nhập_khẩu	O	O	O	N
cho	O	O	O	N
biết	O	O	O	N
,	O	O	O	N
việc	O	O	O	N
đại_gia	O	ORG	T5	N
vận_tải	O	ORG	T5	N
lớn	O	ORG	T5	N
nhất	O	ORG	T5	N
Hàn_Quốc	O	GPE	T6	N
tuyên_bố	Declare-bankruptcy	O	T4	Org-Arg:T5 
phá_sản	Declare-bankruptcy	O	T4	Org-Arg:T5 
sẽ	O	O	O	N
ảnh_hưởng	O	O	O	N
trực_tiếp	O	O	O	N
đến	O	O	O	N
hoạt_động	O	O	O	N
giao_nhận	O	O	O	N
hang_hoá	O	O	O	N
xuất	O	O	O	N
,	O	O	O	N
nhập_khẩu	O	O	O	N
của	O	O	O	N
các	O	O	O	N
doanh_nghiệp	O	O	O	N
trong	O	O	O	N
nước	O	O	O	N
.	O	O	O	N

Vì_thế	O	O	O	N
,	O	O	O	N
cơ_quan	O	O	O	N
này	O	O	O	N
khuyến_cáo	O	O	O	N
các	O	O	O	N
doanh_nghiệp	O	O	O	N
,	O	O	O	N
với	O	O	O	N
những	O	O	O	N
lô	O	O	O	N
hàng	O	O	O	N
nhập_khẩu	O	O	O	N
đã	O	O	O	N
cập	O	O	O	N
cảng	O	O	O	N
,	O	O	O	N
khẩn_trương	O	O	O	N
hoàn_thành	O	O	O	N
thủ_tục	O	O	O	N
nhận	O	O	O	N
và	O	O	O	N
thông_quan	O	O	O	N
,	O	O	O	N
giải_phóng	O	O	O	N
hàng	O	O	O	N
ra	O	O	O	N
khỏi	O	O	O	N
container	O	O	O	N
của	O	O	O	N
Hanjin	O	O	O	N
.	O	O	O	N

Đại_gia	O	O	O	N
vận_tải	O	O	O	N
lớn	O	O	O	N
nhất	O	O	O	N
Hàn_Quốc	O	O	O	N
-	O	O	O	N
Hanjin_Shipping	O	O	O	N
đã	O	O	O	N
đệ	O	O	O	N
đơn	O	O	O	N
xin	O	O	O	N
toà_án	O	O	O	N
thụ_lý	O	O	O	N
tài_sản	O	O	O	N
hôm	O	O	O	N
31/8	O	O	O	N
.	O	O	O	N

Ảnh	O	O	O	N
:	O	O	O	N
Reuter	O	O	O	N

Đối_với	O	O	O	N
các	O	O	O	N
lô	O	O	O	N
hàng	O	O	O	N
xuất_khẩu	O	O	O	N
đã	O	O	O	N
đưa	O	O	O	N
vào	O	O	O	N
container	O	O	O	N
của	O	O	O	N
Hanjin	O	O	O	N
,	O	O	O	N
doanh_nghiệp	O	O	O	N
cần	O	O	O	N
nhanh_chóng	O	O	O	N
lấy	O	O	O	N
hàng	O	O	O	N
và	O	O	O	N
liên_hệ	O	O	O	N
với	O	O	O	N
đối_tác	O	O	O	N
nước_ngoài	O	O	O	N
để	O	O	O	N
có	O	O	O	N
phương_án	O	O	O	N
lựa_chọn	O	O	O	N
,	O	O	O	N
thay_đổi	O	O	O	N
hãng	O	O	O	N
tàu	O	O	O	N
cũng	O	O	O	N
như	O	O	O	N
lịch	O	O	O	N
booking	O	O	O	N
hàng_hoá	O	O	O	N
.	O	O	O	N

Đối_với	O	O	O	N
các	O	O	O	N
lô	O	O	O	N
hàng	O	O	O	N
đang	O	O	O	N
được	O	O	O	N
chuyên_chở	Transport	O	T7	
trên	O	O	O	N
tàu	O	VEH	T9	N
của	O	O	O	N
Hanjin	O	ORG	T8	N
,	O	O	O	N
chủ	O	O	O	N
hàng	O	O	O	N
sẽ	O	O	O	N
tiếp_tục	O	O	O	N
làm_việc	O	O	O	N
với	O	O	O	N
Văn_phòng	O	O	O	N
đại_diện	O	O	O	N
của	O	O	O	N
Hanjin	O	ORG	T10	N
tại	O	O	O	N
Việt_Nam	O	GPE	T11	N
để	O	O	O	N
theo_dõi	O	O	O	N
lịch_trình	O	O	O	N
và	O	O	O	N
phối_hợp	O	O	O	N
với	O	O	O	N
đối_tác	O	O	O	N
nhập_khẩu	O	O	O	N
để	O	O	O	N
có	O	O	O	N
phương_án	O	O	O	N
nhận	O	O	O	N
hàng	O	O	O	N
tại	O	O	O	N
cảng	O	O	O	N
.	O	O	O	N

“	O	O	O	N
Bộ	O	O	O	N
Công_Thương	O	O	O	N
sẽ	O	O	O	N
phối_hợp	O	O	O	N
với	O	O	O	N
Bộ	O	O	O	N
Giao_thông	O	O	O	N
Vận_tải	O	O	O	N
chỉ_đạo	O	O	O	N
các	O	O	O	N
cảng_vụ	O	O	O	N
có	O	O	O	N
phương_án	O	O	O	N
bố_trí	O	O	O	N
phương_tiện	O	O	O	N
hợp_lý	O	O	O	N
và	O	O	O	N
điều_tiết	O	O	O	N
kịp_thời	O	O	O	N
để	O	O	O	N
hỗ_trợ	O	O	O	N
doanh_nghiệp	O	O	O	N
,	O	O	O	N
tránh	O	O	O	N
ảnh_hưởng	O	O	O	N
đến	O	O	O	N
tiến_độ	O	O	O	N
giao_nhận	O	O	O	N
hàng_hoá	O	O	O	N
và	O	O	O	N
gây	O	O	O	N
ùn_tắc	O	O	O	N
tại	O	O	O	N
các	O	O	O	N
cảng	O	O	O	N
biển	O	O	O	N
”	O	O	O	N
,	O	O	O	N
lãnh_đạo	O	O	O	N
Cục	O	O	O	N
Xuất_khẩu	O	O	O	N
cho_biết	O	O	O	N
.	O	O	O	N

Trước	O	O	O	N
đó	O	O	O	N
,	O	O	O	N
theo	O	O	O	N
Reuters	O	O	O	N
ngày	O	O	O	N
31/8	O	O	O	N
,	O	O	O	N
Hanjin_Shipping	O	O	O	N
,	O	O	O	N
hãng	O	O	O	N
vận_tải_biển	O	O	O	N
lớn	O	O	O	N
nhất	O	O	O	N
tại	O	O	O	N
Hàn_Quốc	O	O	O	N
đã	O	O	O	N
nộp	O	O	O	N
đơn	O	O	O	N
xin	O	O	O	N
toà_án	O	O	O	N
thụ_lý	O	O	O	N
tài_sản	O	O	O	N
.	O	O	O	N

Động_thái	O	O	O	N
này	O	O	O	N
diễn	O	O	O	N
ra	O	O	O	N
sau	O	O	O	N
khi	O	O	O	N
ngân_hàng	O	O	O	N
quyết_định	O	O	O	N
chấm_dứt	O	O	O	N
hỗ_trợ	O	O	O	N
tài_chính	O	O	O	N
cho	O	O	O	N
Hanjin	O	O	O	N
và	O	O	O	N
tàu	O	O	O	N
của	O	O	O	N
Hanjin	O	O	O	N
bị	O	O	O	N
từ_chối	O	O	O	N
tiếp_nhận	O	O	O	N
tại	O	O	O	N
một	O	O	O	N
loạt	O	O	O	N
cảng	O	O	O	N
biển	O	O	O	N
lớn	O	O	O	N
ở	O	O	O	N
Trung_Quốc	O	O	O	N
,	O	O	O	N
Tây_Ban_Nha	O	O	O	N
,	O	O	O	N
Mỹ	O	O	O	N
…	O	O	O	N
.	O	O	O	N

Hanjin	O	O	O	N
là	O	O	O	N
hãng	O	O	O	N
vận_tải	O	O	O	N
tàu	O	O	O	N
container	O	O	O	N
lớn	O	O	O	N
thứ	O	O	O	N
7	O	O	O	N
thế_giới	O	O	O	N
.	O	O	O	N

Đây	O	O	O	N
có_thể	O	O	O	N
là	O	O	O	N
vụ	O	O	O	N
phá_sản	Declare-bankruptcy	O	T12	
lớn	O	O	O	N
nhất	O	O	O	N
từ	O	O	O	N
trước	O	O	O	N
đến	O	O	O	N
nay	O	O	O	N
trong	O	O	O	N
ngành	O	O	O	N
vận_tải_biển	O	O	O	N
thế_giới	O	LOC	T13	N
,	O	O	O	N
vượt	O	O	O	N
qua	O	O	O	N
vụ	O	O	O	N
phá_sản	Declare-bankruptcy	O	T14	Org-Arg:T15 Time-Arg:T16 
của	O	O	O	N
hãng	O	O	O	N
United_States_Lines	O	ORG	T15	N
vào	O	O	O	N
năm	O	TIME	T16	N
1986	O	TIME	T16	N
.	O	O	O	N

Ngành	O	O	O	N
vận_tải_biển	O	O	O	N
toàn_cầu	O	O	O	N
đã	O	O	O	N
gặp	O	O	O	N
nhiều	O	O	O	N
khó_khăn	O	O	O	N
do	O	O	O	N
dư_thừa	O	O	O	N
công_suất	O	O	O	N
và	O	O	O	N
nhu_cầu	O	O	O	N
suy_giảm	O	O	O	N
do	O	O	O	N
sự	O	O	O	N
giảm_tốc	O	O	O	N
của	O	O	O	N
kinh_tế	O	O	O	N
toàn_cầu	O	O	O	N
.	O	O	O	N

Trong	O	O	O	N
nửa	O	O	O	N
đầu	O	O	O	N
năm	O	O	O	N
nay	O	O	O	N
,	O	O	O	N
Hanjin	O	O	O	N
lỗ	O	O	O	N
ròng	O	O	O	N
437	O	O	O	N
tỷ	O	O	O	N
Won	O	O	O	N
,	O	O	O	N
tương_đương	O	O	O	N
423	O	O	O	N
triệu	O	O	O	N
USD	O	O	O	N
.	O	O	O	N

Năm	O	O	O	N
2015	O	O	O	N
là	O	O	O	N
năm	O	O	O	N
chật_vật	O	O	O	N
của	O	O	O	N
ngành	O	O	O	N
vận_tải_biển	O	O	O	N
thế_giới	O	O	O	N
.	O	O	O	N

Nhưng	O	O	O	N
tình_hình	O	O	O	N
cũng	O	O	O	N
không	O	O	O	N
mấy	O	O	O	N
sáng_sủa	O	O	O	N
trong	O	O	O	N
năm	O	O	O	N
nay	O	O	O	N
,	O	O	O	N
khi	O	O	O	N
theo	O	O	O	N
dự_báo	O	O	O	N
của	O	O	O	N
hãng	O	O	O	N
tư_vấn	O	O	O	N
Drewry	O	O	O	N
,	O	O	O	N
ngành	O	O	O	N
vận_tải_biển	O	O	O	N
có_thể	O	O	O	N
lỗ	O	O	O	N
tới	O	O	O	N
hơn	O	O	O	N
5	O	O	O	N
tỷ	O	O	O	N
USD	O	O	O	N
.	O	O	O	N

Anh	O	O	O	N
Minh	O	O	O	N

Toà_án	O	O	O	N
dừng	O	O	O	N
nghị_quyết	O	O	O	N
bầu	Elect	O	T1	Position-Arg:T2 
ban	O	JOB	T2	N
lãnh_đạo	O	JOB	T2	N
mới	O	JOB	T2	N
,	O	O	O	N
cổ_phiếu	O	O	O	N
Vinaconex	O	O	O	N
giảm	O	O	O	N
sàn	O	O	O	N
.	O	O	O	N

Toà_án	O	O	O	N
Nhân_dân	O	O	O	N
quận	O	O	O	N
Đống_Đa	O	O	O	N
vừa	O	O	O	N
ra	O	O	O	N
quyết_định	O	O	O	N
áp_dụng	O	O	O	N
biện_pháp	O	O	O	N
khẩn_cấp	O	O	O	N
buộc	O	O	O	N
Tổng_công_ty	O	O	O	N
cổ_phần	O	O	O	N
Xuất_nhập_khẩu	O	O	O	N
và	O	O	O	N
Xây_dựng	O	O	O	N
Việt_Nam	O	O	O	N
(	O	O	O	N
Vinaconex	O	O	O	N
,	O	O	O	N
Mã_CK	O	O	O	N
:	O	O	O	N
VCG	O	O	O	N
)	O	O	O	N
dừng	O	O	O	N
thực_hiện	O	O	O	N
nghị_quyết	O	O	O	N
Đại_hội_đồng	O	O	O	N
cổ_đông	O	O	O	N
ngày	O	O	O	N
11/1/2019	O	O	O	N
.	O	O	O	N

Đây	O	O	O	N
là	O	O	O	N
phiên	O	O	O	N
đại_hội	O	O	O	N
bầu	O	O	O	N
Hội_đồng_quản_trị	O	O	O	N
và	O	O	O	N
Ban	O	O	O	N
kiểm_soát	O	O	O	N
của	O	O	O	N
Vinaconex	O	O	O	N
nhiệm_kỳ	O	O	O	N
2017-2022	O	O	O	N
.	O	O	O	N

Trong	O	O	O	N
văn_bản	O	O	O	N
vừa	O	O	O	N
ban_hành	O	O	O	N
,	O	O	O	N
Toà_án	O	O	O	N
Nhân_dân	O	O	O	N
quận	O	O	O	N
Đống_Đa	O	O	O	N
cho_biết	O	O	O	N
quyết_định	O	O	O	N
này	O	O	O	N
được	O	O	O	N
đưa	O	O	O	N
ra	O	O	O	N
dựa	O	O	O	N
trên	O	O	O	N
việc	O	O	O	N
xem_xét	O	O	O	N
đơn	O	O	O	N
yêu_cầu	O	O	O	N
của	O	O	O	N
Công_ty	O	O	O	N
TNHH	O	O	O	N
Bất_động_sản	O	O	O	N
Cường_Vũ	O	O	O	N
và	O	O	O	N
Công_ty	O	O	O	N
TNHH	O	O	O	N
Đầu_tư	O	O	O	N
Star_Invest	O	O	O	N
cùng	O	O	O	N
các	O	O	O	N
chứng_cứ	O	O	O	N
và	O	O	O	N
tài_liệu	O	O	O	N
có	O	O	O	N
liên_quan	O	O	O	N
.	O	O	O	N

Hai	O	O	O	N
doanh_nghiệp	O	O	O	N
này	O	O	O	N
đều	O	O	O	N
là	O	O	O	N
cổ_đông	O	O	O	N
lớn	O	O	O	N
nắm	O	O	O	N
giữ	O	O	O	N
lần_lượt	O	O	O	N
21,3	O	O	O	N
%	O	O	O	N
và	O	O	O	N
7,6	O	O	O	N
%	O	O	O	N
cổ_phần	O	O	O	N
của	O	O	O	N
Vinaconex	O	O	O	N
.	O	O	O	N

Cổ_phiếu	O	O	O	N
VCG	O	O	O	N
của	O	O	O	N
Vinaconex	O	O	O	N
trên	O	O	O	N
sàn	O	O	O	N
chứng_khoán	O	O	O	N
đã	O	O	O	N
ngay_lập_tức	O	O	O	N
phản_ứng	O	O	O	N
với	O	O	O	N
thông_tin	O	O	O	N
này	O	O	O	N
.	O	O	O	N

Đến	O	O	O	N
cuối	O	O	O	N
phiên	O	O	O	N
ngày	O	TIME	T4	N
28/3	O	TIME	T4	N
,	O	O	O	N
cổ_phiếu	O	O	O	N
VCG	O	O	O	N
giảm	O	O	O	N
về	O	O	O	N
mức	O	O	O	N
giá_sàn	O	O	O	N
với	O	O	O	N
dư	O	O	O	N
bán	Transfer-ownership	O	T3	Time-Arg:T4 
1,8	O	O	O	N
triệu	O	O	O	N
đơn_vị	O	O	O	N
.	O	O	O	N

Thanh	O	O	O	N
khoản	O	O	O	N
cả	O	O	O	N
phiên	O	O	O	N
ở	O	O	O	N
mức	O	O	O	N
